v1,v2,v3,v4,v5,v6,v7,v8,leaf
2.197688587,3.450384863,2.214301211,3.846247144,5.839267782,5.685843917,4.536715763,4.314316721,red
0.406615913,1.532117284,3.839399266,4.436147941,5.982022197,5.543087168,4.918960582,4.494923206,red
0.402358414,1.752408669,5.946497568,1.3136593,4.266366886,5.446743651,5.355345378,4.281127631,red
0.310099796,1.451360439,4.699603064,3.182038907,4.885846467,5.87313352,5.187751626,5.747308073,red
3.590667505,4.712491018,3.991514136,5.345934977,4.728252828,5.722063589,5.637389203,4.550305412,red
0.928411417,1.588100464,2.163749407,5.231108381,5.622812398,5.925838161,4.381155794,5.238941871,red
2.678958391,3.865972771,5.379186128,2.930658864,5.220605877,5.940016018,4.354511991,3.851976413,red
4.474242214,5.749816086,2.770924301,1.181249044,5.169842375,5.885295609,4.258234569,4.92254149,red
3.340875285,4.613003881,5.978068095,4.562715933,4.801654268,5.123585139,3.114664641,3.593068876,red
2.18005518,3.198971324,3.937577595,4.869087668,4.85840928,5.361700273,3.509077688,4.356930172,red
1.909585377,3.438963537,5.566711473,5.554877753,5.145572309,5.642300614,3.914395127,4.723316081,red
0.225556484,1.19153946,3.681643971,5.31483236,4.39199675,5.349866068,5.221929466,4.218676842,red
4.257138845,5.33541771,4.59827585,4.717213435,4.038415182,5.851351175,3.136955272,5.194859582,red
4.128030982,5.240226394,3.848912183,4.217000195,4.27477001,5.538183868,5.093820548,3.56221042,red
3.517454505,4.866245338,3.704149447,3.544754935,4.120408749,5.88172487,4.681640784,5.617942926,red
2.574449615,3.613497928,5.843581038,4.986751166,4.009125508,5.880250629,5.577557764,4.369496137,red
3.726268142,5.044447668,4.300864567,5.594595365,5.376026031,5.675303035,4.524318273,5.454801971,red
2.972505062,3.744991433,3.528124635,1.157843341,4.531713186,5.085777628,3.518345005,4.019752295,red
2.825904756,3.831122847,2.517032174,3.80438287,5.844254282,5.495798427,3.510039108,5.401079742,red
3.391609328,4.501231652,4.717371774,1.460207645,4.201660768,5.111201193,4.458021557,3.766040767,red
4.588746152,5.371434594,4.737781064,3.277408267,4.721395464,5.016138236,5.551017675,5.085536676,red
4.441478937,5.147903251,3.853948107,5.000199779,5.952957021,5.792308038,4.015575675,4.090479642,red
2.304943705,3.837448015,2.827368836,1.994169507,4.291289356,5.798209992,5.306036354,3.209392726,red
0.677466698,1.556208177,2.535703434,4.016410167,4.904532994,5.962417059,4.872545619,3.841688453,red
3.34374673,4.674005834,5.641578121,4.161786459,5.118375252,5.843970272,2.696875281,4.41529553,red
3.83747918,4.512746762,2.461287114,1.063670876,5.139340094,5.579457374,4.341608538,4.319244608,red
3.835056944,4.918823426,4.763153893,3.287623199,4.951953947,5.283458384,4.537930889,5.216436264,red
4.983684572,6.25034378,2.209010344,4.360862073,4.990842172,5.439899812,4.017563725,4.707985996,red
2.336278921,3.515327022,2.136603399,3.744878603,4.382200134,5.296331587,5.952040085,5.777955167,red
0.941866643,1.812627835,5.868105022,1.315112994,4.878091662,5.61494329,4.440359031,5.934979387,red
3.277270455,4.474381302,2.233450098,4.857316984,5.651961295,5.074789348,2.737625157,3.878334046,red
2.035649455,3.320826569,3.504988027,1.797709912,5.334050184,5.788846001,4.916587295,4.996355546,red
0.494662378,1.820782665,3.943471851,1.494049409,5.260508776,5.680470236,5.375239179,3.32366173,red
3.003636467,3.602851511,2.553047811,3.132995967,5.401274591,5.040140168,2.961584058,4.984541106,red
3.74682194,4.7081342,4.345931743,3.620803775,4.595581013,5.327260661,3.637697716,5.930686388,red
2.286555143,3.540656605,4.439930062,2.626464708,4.218262142,5.742442966,5.038738597,4.559136499,red
1.630280416,2.487010967,2.048120279,5.771447279,4.640656407,5.131573124,2.838734798,4.753990862,red
0.107700219,1.207856761,3.499697486,2.781561717,4.23411779,5.739927493,5.776967584,4.939536438,red
2.046926495,3.303805486,3.867107388,5.019036454,4.542793345,5.434444977,3.183114904,3.357137913,red
0.923829543,2.170496163,2.940642183,3.898518647,5.385339367,5.420940935,5.560679476,3.607922942,red
0.702110894,1.39475057,2.21521639,3.187648364,4.82525516,5.266963195,4.417115999,4.921520052,red
0.475062453,1.145649375,4.296540786,2.637132512,5.415023381,5.881817877,5.667366918,4.172716572,red
2.549147568,3.52824102,3.704195464,4.859704069,5.500232533,5.30158136,5.815085223,4.491576812,red
1.168294027,1.970865926,4.828895944,4.364738739,4.625280886,5.897480434,5.985093724,3.428297662,red
3.528235761,4.37583286,5.152852226,5.173754576,4.162229918,5.109456332,3.15896448,5.237859587,red
0.023367643,1.734314259,4.271473939,3.133170079,4.129009003,5.524858019,5.134780158,4.011886187,red
0.559746958,1.567501786,5.289177043,3.532468892,4.673200685,5.542757528,5.472332861,5.327285884,red
1.40738997,2.731652294,3.299412508,2.216397384,4.378460992,5.578566797,4.849209304,5.84900872,red
0.073967513,0.798434371,2.986977367,5.648246443,5.442795229,5.345899486,4.7994219,4.317713051,red
4.647947429,5.594105122,2.015038244,5.110679061,5.982345589,5.280064617,5.828048929,4.47243808,red
0.480588531,1.485748572,2.788069452,3.71786289,5.58732665,5.83694392,5.955007901,4.180645099,red
2.048191153,2.820962967,5.79719866,4.993079448,5.709840136,5.147631183,3.257261314,4.637307524,red
0.132222886,1.097232538,3.293422226,5.558255695,5.138207808,5.728702136,2.837297958,5.52167028,red
1.200565941,2.561156254,2.876082006,3.588659849,4.517044056,5.342534668,2.568355892,5.995356535,red
3.669772357,4.898560173,2.319063872,1.722904806,4.710417187,5.687820833,3.436738355,5.154886464,red
0.461784795,1.50438524,4.594830591,2.340567282,5.196654156,5.5839598,4.897906296,3.247264659,red
2.67992296,3.615428079,5.743907591,1.834914487,4.10489242,5.139719235,4.723296345,5.303366286,red
2.110516237,3.276295703,4.540653352,5.045519391,5.41768387,5.232184093,3.03072329,5.566611436,red
0.157406748,1.089756385,3.914744955,3.761857481,5.42277879,5.012918179,5.917732451,5.801150158,red
0.944936958,2.192788402,4.283328877,5.253123479,5.52655433,5.799165338,5.089589301,3.151911184,red
1.919981393,2.595914547,5.581078285,5.226704786,4.62699642,5.819013797,5.01292697,3.262916177,red
2.66565796,3.426621236,5.22758354,5.680452165,5.226865964,5.080312298,2.983879089,3.336206524,red
4.472600717,5.487691928,5.909764675,3.863531378,5.277041942,5.087419711,4.654488168,5.55980654,red
4.855364758,5.687055991,3.715997218,1.08352579,5.206100159,5.095866885,4.683274628,4.687959601,red
1.120238395,1.713801933,5.718473937,2.583057923,5.631500068,5.471078588,3.453240198,4.288962683,red
3.229495402,4.40741064,3.7632455,5.06640967,4.75276136,5.985712044,3.922711831,5.367561209,red
1.892129061,3.034740498,4.247201556,5.346610196,5.172755649,5.337433783,3.480054013,5.785217261,red
1.827862678,2.646793517,4.232460594,5.269849931,4.921595141,5.552871615,4.324168331,4.072159576,red
1.326764091,2.379568402,4.640881562,1.49182046,5.310549428,5.754150842,4.962487019,5.777954062,red
2.438044854,3.15599139,4.517119561,5.336789428,4.515440192,5.514850903,3.355563183,4.458201371,red
2.265818824,3.335847502,2.157490629,1.439664259,4.303519745,5.959564114,5.196031909,4.048794675,red
0.85823424,1.979019382,5.788359589,2.645097707,5.841906716,5.019055276,3.112150251,3.335875169,red
2.457865494,3.261600638,3.778719259,3.773383757,4.238458936,5.09924492,5.926733664,5.168500024,red
4.100378494,5.345102762,2.339662624,5.466105233,4.921477568,5.194807056,5.369427984,3.73182824,red
0.664658578,2.211931589,3.063518614,3.323638809,4.075767497,5.859289016,5.498854647,4.141076635,red
0.884621745,1.894953021,3.990421633,5.394359099,4.807015339,5.189414941,3.045511644,3.850793183,red
1.342013448,2.717515762,5.071540947,4.672085962,4.471187463,5.061669258,3.025914944,4.780432983,red
0.773297932,1.40399605,3.924515717,1.1549684,5.479209395,5.486853209,2.824254872,5.458906797,red
4.878562057,5.772343031,3.743619221,1.256943848,5.089497601,5.148954737,4.724926293,3.44557452,red
2.446233631,2.962710264,2.552076216,4.033194009,5.89720459,5.281816649,4.464036325,5.795920827,red
1.228366807,1.985387486,5.794214664,4.3508324,5.501591748,5.737319646,2.760191062,4.594062212,red
1.997797084,3.047837086,4.121962922,5.801905702,4.374275001,5.803293175,5.481207527,3.482666725,red
1.192205999,2.171470927,4.798402992,1.575296752,5.736423218,5.89850389,4.669457916,3.884777902,red
1.776644531,2.877189066,4.879076786,2.545872016,4.669479185,5.939646144,4.396650177,4.944989155,red
0.283654137,1.329696383,2.237676963,1.193725039,5.146924377,5.366220296,4.085941071,5.418300559,red
4.677438303,5.791261285,3.116529837,2.29843524,5.952289155,5.493245016,3.815781022,3.962610463,red
2.113926229,3.161298338,3.689495255,4.679371195,4.862281503,5.029487108,4.139379198,3.737564121,red
2.914960668,4.273578084,2.093126055,5.63224985,4.343820832,5.495939925,3.066502599,4.589869629,red
2.894545332,4.343560231,5.335546107,1.45466389,4.596777983,5.468388911,4.817610365,4.667973188,red
0.543403453,1.975301578,5.467121072,4.704102544,5.854792008,5.065181921,5.857028413,3.225522174,red
1.297562023,2.158703086,5.939696013,3.074282477,5.792682235,5.213826438,3.849574077,4.124026359,red
3.630755065,4.530925692,3.261990927,1.540613813,5.65516595,5.341999994,3.310009599,5.761984656,red
1.91655583,3.09453711,3.672546968,1.319720037,5.20284378,5.249699277,3.954771862,4.149088951,red
2.074330206,3.598833427,3.906159804,3.506842335,5.857167203,5.739334776,3.032973978,4.782946224,red
0.483936552,2.184482753,5.543111571,3.249345535,5.404752736,5.013438624,3.98900676,3.330765834,red
3.680669213,4.335348745,4.278957793,2.942282876,4.862437214,5.257462588,4.16514291,3.345024627,red
0.470448572,1.547097258,3.708910468,1.181210134,5.143192494,5.726579404,5.135972485,3.833403239,red
0.236442471,1.154232775,4.658553417,2.495045162,5.396344674,5.527934819,2.579000963,4.570665105,red
3.638135526,4.755750213,5.056226638,1.116323083,5.105776236,5.547118867,3.006759009,4.299129954,red
4.170497449,5.273966817,3.733440622,3.426696717,5.355822859,5.266653529,5.165893536,5.002012645,red
2.790019435,3.829730053,3.61996958,4.541197408,4.990918888,5.540093411,3.043272467,4.640227357,red
1.874411101,2.609136073,4.603419942,4.176930451,4.874788222,5.459291657,3.529585661,5.769224218,red
3.355771832,4.307797763,4.25769581,5.382354707,4.458231961,5.618159579,3.856769224,4.623239072,red
0.658158267,1.588921093,3.624101206,2.103148885,4.305562698,5.722463749,2.819365238,5.367941796,red
3.268892665,4.085055306,2.045355919,5.0794686,4.300701845,5.701957109,3.253196353,5.505983198,red
3.032311363,4.118538755,5.453272832,2.203223665,5.470808613,5.916051515,4.71111427,5.69759886,red
3.448594938,4.129051348,2.803788385,2.173464735,5.550093582,5.701148083,2.836760663,4.702977304,red
0.130907387,0.911159742,5.143026992,1.72385297,5.334713614,5.633107271,3.705424688,3.671746333,red
2.249654447,3.264613047,3.797462795,2.792697205,4.819226086,5.934316004,2.648720725,5.709744246,red
3.232394992,4.262500442,2.535984061,4.028576605,5.106869725,5.368009954,4.37277642,4.239298026,red
4.778867572,5.520226482,4.002975365,1.021442781,5.870736779,5.23562566,2.572833012,5.317117412,red
4.830713812,5.71198233,2.744812498,1.88161695,4.303564956,5.991296859,2.780747608,4.133405571,red
1.465909482,2.688007449,4.878771704,5.777965352,5.842206422,5.289687413,2.909009074,5.493608928,red
3.712023098,4.941099921,2.87545566,5.903230114,4.505556824,5.948712227,5.195739653,5.587397987,red
0.87306261,1.932350429,2.931228528,2.631622679,4.153283564,5.602037659,3.845262038,5.233685064,red
1.573436686,2.656030063,3.780790867,1.358125807,4.328636496,5.906692046,5.869927072,3.22390734,red
1.406028034,2.060310453,2.09264216,2.844043788,4.21631319,5.284919206,3.367068512,3.387015427,red
2.788750564,3.539950693,5.963069508,5.669372767,4.559709276,5.346049712,5.06361891,5.739122509,red
0.742353916,1.589060982,4.438363968,5.866316315,5.206711953,5.431193841,5.001355223,3.220149964,red
3.635827715,4.416015792,2.138150169,4.738442358,4.290293442,5.399264151,4.905453741,4.117776645,red
1.867245714,3.299285146,4.325665449,3.094881237,4.474923156,5.671305996,4.471455522,4.879315006,red
1.185854325,2.405712809,5.239555075,4.083194455,5.429626971,5.221389013,5.413304625,4.134501121,red
2.064825245,2.899926786,4.643395202,4.589318899,5.244676773,5.898584536,4.586821307,5.229445102,red
4.081267427,5.320089167,2.63829776,3.246490885,5.888715108,5.146750098,2.744312087,4.525326293,red
4.173744355,5.5658766,3.281406628,1.449024303,4.503924176,5.356022019,5.418433474,3.61109333,red
1.662451259,2.818626873,4.176738409,2.118488002,4.183778329,5.814561429,2.981452989,4.857012461,red
0.778734127,1.784772871,4.077835825,1.126295957,5.940712157,5.143804511,5.322133574,4.995652922,red
2.913162492,3.700321961,5.445753098,2.753843651,5.096435343,5.560912339,5.990180728,3.190118364,red
2.914543836,3.920098711,3.805221452,2.66480829,4.646936835,5.411303837,4.222875628,5.935917716,red
2.212610485,3.246722797,4.946701077,3.803860216,5.657808335,5.885306548,2.89089407,3.453463412,red
4.771519771,5.915563049,2.240034694,1.219179141,4.436189545,5.909519501,4.200194995,3.630518618,red
2.373326038,3.023426352,4.117369576,5.847378183,5.104365856,5.328285549,5.882448264,3.838703128,red
0.219511323,1.523303825,2.376852069,1.562715565,4.31464454,5.214621196,5.897685359,4.995569509,red
3.054467906,3.676106412,4.013275507,3.703799164,4.258281804,5.516706498,5.857340347,5.672691551,red
1.652560884,2.835408501,5.974217206,2.326702615,4.054199937,5.201615373,5.114104777,4.569437263,red
2.470433857,3.008844945,2.14126544,2.400624258,4.552724676,5.071305542,5.179630709,5.588236105,red
1.029985931,2.080459468,4.209895107,3.395496209,5.487285144,5.547886015,4.121560777,4.044993936,red
3.199540828,4.297234189,3.373018727,2.850156007,5.312624952,5.509354532,4.653405443,5.243156484,red
1.194063253,1.897501381,2.113236064,1.874361535,4.631292509,5.579630687,2.666825508,4.221709414,red
4.309539566,5.510105257,3.931251358,2.813766825,4.283908194,5.745555429,5.389187408,5.60198325,red
1.158144758,2.341297742,3.885215738,4.639915804,5.256965042,5.541588966,4.219701299,4.731117653,red
2.846565838,3.445159842,5.288364715,3.977176134,4.097962353,5.640012053,5.787420906,4.337072627,red
0.526925044,1.7503585,3.888197094,2.799866977,4.697692726,5.157059426,5.918323344,3.647177033,red
1.196352166,2.419031783,4.927460919,4.883754285,4.189107756,5.01136717,4.836104982,3.844023974,red
2.539381785,3.399106055,2.248651421,1.64549834,4.349487721,5.757985759,4.266113782,3.325279597,red
1.101854227,1.759805257,5.491186635,4.853279215,5.987515948,5.201410088,5.210809328,5.116414096,red
1.040167735,1.914682766,3.745261637,4.667337108,4.299077971,5.933609974,5.19451017,3.84033299,red
0.89218458,1.872618099,3.671406651,1.80890157,4.616815057,5.897956785,2.975789751,3.153333339,red
3.673951058,5.163167938,5.307964841,2.128338244,4.786609732,5.046314136,5.089543313,4.243637577,red
4.98659271,5.504397417,4.381176989,5.604235159,5.204277772,5.617078167,4.369628274,4.408375764,red
0.429349834,1.811783328,4.221903537,2.730643283,4.258035159,5.082612028,4.467409783,3.69199858,red
2.066859396,3.018150663,4.064910101,2.33315333,4.077704715,5.231881695,4.698425372,4.119888473,red
3.452301337,4.480898544,4.346054046,1.630031113,5.476709954,5.38288051,5.104906503,5.774774464,red
0.09549546,1.252307375,3.531757788,4.669794632,4.654264013,5.640401229,2.67888105,4.835499634,red
4.210783156,4.769115984,3.17298726,5.521918017,5.879494243,5.178125797,4.438091266,4.381231499,red
4.597487869,5.836433925,5.812229967,2.950104275,4.432187898,5.519844934,3.569025337,3.582084453,red
2.173615096,3.40139519,3.235215784,2.444667419,5.332556071,5.876311711,2.581161026,5.594412725,red
0.591177736,1.560837615,2.459770328,3.868517941,4.177197511,5.824998917,5.897545141,4.796297265,red
0.564354186,1.349845244,5.163620706,5.558216709,5.334164923,5.518598354,2.864441919,4.099491628,red
3.079224803,4.127140563,3.356387885,4.618970914,4.374856203,5.448473049,4.894604356,4.780080727,red
0.87440756,1.788548109,4.290210876,3.108443172,5.346812136,5.331767999,2.867411191,3.826789324,red
3.367527567,4.513454265,5.79431339,1.019729091,5.906942533,5.334513785,5.205177055,3.802552899,red
2.190729142,3.384171893,3.998828022,5.373218809,4.777450285,5.784581314,5.77237645,5.130109418,red
4.586810981,5.462707907,5.032090361,4.579372252,5.419313352,5.953231804,3.859119141,4.348471391,red
4.161047284,5.098407694,4.858601939,5.834739965,4.341868099,5.374525857,5.433033579,3.828888153,red
1.712729512,2.654253084,5.529253422,5.386091228,4.645149968,5.752836377,3.59842012,4.688296978,red
2.893091011,3.861201592,5.443817118,1.629753738,4.813331985,5.783475606,5.682059151,5.228303932,red
0.268988064,1.327006957,2.99469023,5.045359238,5.276653933,5.974188014,2.904980633,5.758772068,red
2.832182787,4.081776683,3.841463219,1.765663279,4.079526469,5.703897706,3.95931834,5.619158366,red
3.847112395,4.863249405,5.967858077,1.357025973,4.907980771,5.237256355,3.784532384,3.492954644,red
2.709072453,3.619264304,4.005554915,4.240007306,4.167657927,5.307756972,5.999539602,4.312258003,red
3.873272819,4.484064076,5.756157271,4.211477379,4.333292537,5.366102047,3.982299425,3.472391681,red
1.395045493,2.113236506,4.803303657,1.19854968,5.33440797,5.296189395,5.359050241,4.272904012,red
4.420870549,5.435757389,3.778081676,1.45566566,5.6468801,5.809197116,3.928295139,5.628230619,red
1.113966144,2.315645611,3.678264116,2.243090632,5.011564189,5.864001245,5.414875757,5.880321053,red
4.312399921,5.750204793,3.142370363,5.154553074,4.915889975,5.327923962,3.743358295,3.818844378,red
0.839388962,1.597362219,5.523328427,5.460044119,4.327649586,5.73992616,5.761424007,5.900730823,red
0.132603784,1.114440336,3.511442664,2.527807557,4.503801806,5.716716126,3.336838976,4.262361664,red
1.07902318,1.857705992,2.734605041,4.100697237,5.95515993,5.302642392,5.766705675,3.692453533,red
4.374991196,5.124500161,4.476682512,2.624773644,5.475337368,5.638305779,3.94519668,3.152232926,red
2.093909398,2.840547563,4.603703713,5.773118134,5.983149704,5.656161355,3.772146748,3.546448066,red
4.113031811,5.266040046,3.360183825,5.503066448,5.558199821,5.744656583,3.181850783,5.103182525,red
3.678862906,4.856174208,5.841091351,5.735812595,5.74912324,5.493046419,5.449521581,3.631377453,red
3.225698006,4.03476078,5.081046418,5.530812266,5.419377103,5.489979418,4.074260127,5.554202743,red
4.066192866,5.08445432,2.972624123,2.936374694,4.519805446,5.785586,3.768185905,5.088153638,red
0.252030745,1.141584295,2.867126458,2.430698825,5.172790352,5.799425739,2.730985989,5.036076094,red
2.243160961,2.83524165,3.587121092,1.53430238,5.700405695,5.314278767,4.043257495,4.690159683,red
3.861077392,4.835611675,3.827276275,1.709361018,5.992087621,5.406270017,5.21984583,4.66125612,red
1.431482694,2.512204429,3.709267646,1.06715,5.154957351,5.086803246,4.050876443,3.681835742,red
4.765975868,5.854113922,4.944287806,5.372445211,4.863876108,5.093801685,5.926822661,4.844866988,red
2.761450003,3.404856826,2.884972806,4.453383404,5.216212408,5.021849425,5.64558996,5.067136113,red
2.863587891,4.28935874,2.094577455,3.202346923,5.636965607,5.560869314,3.027306209,3.326966157,red
2.93147204,4.212386621,4.511170615,5.879650545,5.84749754,5.423486256,4.654411386,3.70536565,red
4.50876222,5.285142694,5.661898795,1.441319022,5.65069863,5.238785418,5.406973066,3.859575844,red
0.5381236,1.643921432,5.303007491,4.219991973,5.988646297,5.826414843,3.643658785,4.537653611,red
4.831578126,5.942586919,4.832896053,2.122070481,4.27148035,5.762702392,4.050727312,4.179149027,red
4.138087196,5.111318862,5.257128985,1.300724903,5.59522392,5.975035336,5.303500163,3.250520427,red
2.5364285,3.663746334,4.555406881,1.208557908,5.947900959,5.727674313,3.642267825,5.417835656,red
1.300604133,2.638539773,5.304452032,2.873407894,4.491753499,5.606065288,4.038684405,4.75383861,red
3.115325092,4.415166782,5.244474844,2.208203745,4.775848011,5.956301146,5.643967988,5.976454606,red
3.96067897,5.271793963,5.365707073,2.266911929,5.763187996,5.543559191,5.101966915,4.716667311,red
3.131314895,4.236491756,3.269823834,1.619188494,4.278805146,5.16557982,2.599862824,5.239086578,red
4.625417919,5.241929126,4.089961646,3.584306635,5.354440154,5.458693718,3.957657999,5.151287417,red
2.621248345,3.236564415,3.803946914,5.591909768,4.016146399,5.904923146,3.50519494,3.509775633,red
1.839142611,3.115031672,3.772633976,1.20039534,5.329487414,5.298974686,4.072492753,5.070484426,red
0.127371136,1.172644883,5.227380392,4.495723785,4.030161068,5.870486284,3.931729518,5.641565375,red
2.477549008,3.238987427,3.937464264,4.122490797,4.950970923,5.753862688,5.207997097,3.300801269,red
0.417641802,1.118733471,4.159201196,4.845870236,5.29200809,5.332284693,3.985677781,4.082654762,red
3.208527127,4.494264579,4.125071985,5.684471221,4.889846626,5.884622396,3.735861643,4.804781363,red
1.617949285,2.613602249,5.279214195,3.20308542,5.013539701,5.795621227,3.277557453,4.966093431,red
3.287371248,4.166447637,4.549562993,5.607234696,4.44926782,5.890904999,5.868723132,4.205503728,red
4.691596659,5.711116198,4.717667229,5.723547339,5.690170532,5.891938125,4.169398971,4.424567351,red
2.005793843,2.90986333,3.510785268,4.438205748,5.87808714,5.819692676,4.017818877,5.091734601,red
4.695095995,5.620190521,3.477305059,3.423926774,4.294572862,5.42124845,4.70311335,4.144039574,red
3.136803873,3.993163963,3.71282567,2.11433825,4.056532562,5.84406959,5.548778656,5.826766061,red
3.733252697,5.075003678,3.316064483,2.536435193,5.035112285,5.759771202,2.913715023,5.219366469,red
3.994044087,4.911013133,3.727344295,5.129384436,5.196260463,5.040023239,5.175160237,4.762073624,red
1.257348579,2.438238177,2.778801622,4.602127934,5.452660548,5.686594261,2.954541243,3.578844241,red
3.867566199,4.956142176,4.456551247,1.899295996,4.752632547,5.833986207,2.944147467,3.232844485,red
3.626814947,4.427491897,3.489616966,3.209640517,4.095306353,5.288525475,3.971139152,5.765107571,red
0.818919589,1.651162548,3.48931258,3.844512869,4.39479439,5.625447554,3.908575393,4.542663719,red
3.680917585,4.486477018,2.028275183,5.923938997,4.003605543,5.271886457,5.75000743,4.170256552,red
4.892590044,5.567016375,3.586937501,2.558293649,4.411627944,5.470942043,5.527101529,4.089629833,red
0.133710184,0.936572347,5.098542489,3.592588464,5.898596918,5.110033572,5.465021515,4.831311227,red
1.424931977,2.4181292,2.53377503,3.447979307,5.259169605,5.668954554,2.980544119,5.558051981,red
0.434364068,1.335284588,5.184273746,4.538834565,4.837830255,5.213804994,2.897552782,3.414435262,red
0.322942316,1.694635055,4.676278535,1.155552838,4.621630039,5.854362987,3.883726047,3.527708278,red
2.800907439,3.738468448,3.875381428,5.634910009,5.850224651,5.01559764,5.383652353,3.447065203,red
0.771776742,2.008069625,4.559184425,2.091144743,5.910323328,5.653688458,3.451215307,5.639172162,red
3.991047103,4.669530565,5.625456401,1.832278204,5.859315569,5.88287799,3.246289726,4.307202687,red
3.161655117,3.910594933,5.110599237,3.542108238,5.438210538,5.775783297,4.990622838,3.851941816,red
4.407882971,5.194776863,2.51580818,1.925461663,5.298178482,5.503516726,5.935312876,5.81788633,red
3.346449861,4.523393449,4.550024935,3.42643226,4.932971859,5.791619573,4.648186116,3.852520642,red
1.321810494,1.877613446,2.842379744,2.507638135,4.088054309,5.476087714,4.379549256,3.228482052,red
2.028289802,3.237567748,2.575433088,4.19142345,5.768154405,5.419235016,3.232288813,5.223714636,red
1.456070567,2.71719993,2.422724674,4.810008361,4.355790968,5.552179294,5.957188146,4.581014956,red
3.187595914,4.641909132,2.704153891,5.967200745,4.919800083,5.641460141,4.277380381,5.572079003,red
4.663425577,5.580423597,2.912811339,5.970729547,5.780876869,5.605490424,5.288534149,3.596884617,red
3.759969306,4.618789764,3.496083763,2.703810089,5.986296418,5.460402917,3.262898427,3.879090632,red
4.320130401,5.349705744,4.908231002,4.124175684,4.162634109,5.285742663,3.188607581,4.486935215,red
2.349142767,3.198422578,3.957480342,1.178347103,5.084342172,5.231390458,4.688901618,4.67155553,red
2.603180912,3.65969733,4.585645628,1.331990693,4.512389471,5.99575426,5.596087251,4.256455743,red
4.443017976,5.374713762,3.36756356,4.120963214,4.088324666,5.39931822,3.161983462,4.85678665,red
0.561979746,1.609018415,2.480022449,3.517656058,5.584200977,5.323644932,3.350605115,3.65366602,red
3.881347347,4.844283752,4.971818217,2.309147482,5.879064807,5.902188407,2.646684014,4.594525304,red
3.783304124,5.052079244,5.364519127,2.580483823,4.889231946,5.838768518,3.804276722,4.454144297,red
3.139196979,4.603133087,3.655794043,1.805408227,4.636625488,5.116891966,5.245473617,4.274180408,red
4.40692452,5.223260174,5.680411709,3.996472008,5.569781887,5.631449407,5.83680634,5.041734271,red
3.528714008,5.125541667,2.228259438,5.774715162,5.185264337,5.12300698,3.228501904,3.668833058,red
0.466209629,1.36169856,5.137663856,3.28327105,5.577479547,5.186943044,2.705425702,3.297557857,red
3.986257483,5.023574885,5.113008644,3.140153943,5.673178455,5.124497133,3.830300818,4.448726535,red
2.661835194,4.019169693,5.998666703,1.68707878,4.39921309,5.120593052,4.121662729,3.987612343,red
4.498116401,5.471143596,4.904879517,5.069077381,5.83329108,5.041773623,2.699214195,4.433190467,red
4.408285211,5.462618107,2.245315574,3.953023159,4.801986639,5.298117576,5.285827543,4.295712298,red
0.17638362,1.543463604,5.228425898,5.049568074,5.407232795,5.911655456,2.626257141,5.307871278,red
3.320656761,4.240260982,5.392847162,1.08232699,5.511842875,5.690049366,4.105368689,5.218715855,red
3.378647804,4.443977829,3.477851925,4.948130792,4.907866282,5.72574971,3.646207311,5.956637332,red
2.365345465,3.591420244,3.890714121,5.138907324,5.910138719,5.586559029,4.425788943,3.740474593,red
4.535899,5.287535036,2.114538644,2.512614931,5.840500908,5.379987587,3.788916268,3.961599241,red
3.227400757,4.529891856,3.490209396,3.300730562,5.544772117,5.565782424,3.964216575,3.767728541,red
4.345499479,5.058783587,5.524136739,5.395236636,4.935688087,5.632930835,5.694515165,4.800825513,red
3.833456582,4.857167232,3.297552441,5.27543349,4.400315944,5.516172223,2.831475022,3.955557518,red
3.440081788,4.149041839,3.468224362,1.754090923,5.021823434,5.704141731,2.564896925,5.613229919,red
3.946725058,4.95896005,2.366044783,4.080197571,4.901254289,5.704709249,5.866502123,5.308611672,red
0.413381283,1.190832977,4.675020052,5.114589676,4.31801509,5.745030425,5.039018552,5.175823081,red
3.651113564,4.378982182,4.332931575,3.521282864,4.586932286,5.220870959,3.02885265,5.628375144,red
2.961789011,3.9319296,5.444175141,5.622307252,5.484243217,5.965421837,5.702320564,4.300173033,red
0.097515366,1.07596682,5.606525426,4.175240719,5.371859523,5.787601738,5.713862679,5.028645183,red
3.463094954,3.994120625,3.279267482,5.891280396,4.503469225,5.101708853,3.639972852,3.912837611,red
0.741857868,1.695581543,2.768680329,1.134928893,4.745438423,5.427132446,4.808782144,3.146821326,red
4.866292873,5.919738245,3.782249414,5.849866104,5.785270583,5.05678861,5.428258277,4.416316457,red
1.991302029,2.800510707,5.417980725,1.088672654,4.990962941,5.111049556,4.980571061,5.986144252,red
2.445078627,3.578143478,3.757830201,4.804976265,4.985611738,5.318998814,2.900210591,3.655882002,red
0.936108258,1.998072213,3.277044266,4.372799168,5.333189973,5.497815139,2.597698319,4.167610855,red
0.001551333,0.780997799,2.715827624,3.812805032,4.830998786,5.336005077,5.533564301,3.862231474,red
1.742658723,2.989778964,2.827569603,1.258275031,4.265993471,5.198116705,4.566292379,3.829307118,red
1.206863711,2.181633107,3.625668483,2.575169633,5.302643911,5.356906192,4.484790549,4.447479716,red
2.425982819,3.256506961,5.869346921,4.567622725,5.141705276,5.402291229,5.733983143,4.857866591,red
4.850827451,5.42011656,4.844393755,5.983829752,4.37956016,5.371937764,3.370351203,3.605966867,red
